id,xcoord(long),ycoord(lat),sampling date,sensing date,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,BSI,TVI,EVI,SATVI,SAVI,BI2,AVI,NDMI,SWHC,Sand (%),Silt (%),Clay (%),DSM,SOC
55,127.5194053,37.27352122,2022-10-15,2022-10-29,0.2794,0.3410,0.3874,0.4318,0.4451,0.4579,0.4800,0.4605,0.5534,0.41580,0.098783107,0.126489626,0.773810769,0.270393834,-0.207862264,0.148165822,0.226129899,-0.243274909,-0.091626393,0.6,0.619883041,0.380116959,0,0.490147522,0.83 
56,127.5200012,37.27318118,2022-10-15,2022-10-29,0.2262,0.2870,0.3234,0.3978,0.4294,0.4556,0.4805,0.4740,0.5249,0.41390,0.185592796,0.095863935,0.828005312,0.515313563,-0.206903139,0.278371788,0.213699405,-0.283958198,-0.050956052,0.384615385,0.659919028,0.287449393,0.052631579,0.314287706,0.76 
56,127.5200012,37.27318118,2022-10-15,2022-9-24,0.2384,0.3120,0.3744,0.4408,0.5113,0.5349,0.5417,0.5433,0.5655,0.42090,0.184821721,0.090117797,0.827539558,0.431979204,-0.210409187,0.277217467,0.243455344,-0.325270119,-0.020021645,0.384615385,0.659919028,0.287449393,0.052631579,0.314287706,0.76 
57,127.5206332,37.272799,2022-10-15,2022-9-24,0.2826,0.3590,0.4116,0.4600,0.5252,0.5434,0.5655,0.5472,0.6054,0.45650,0.157972701,0.103861811,0.811155165,0.401365665,-0.228208641,0.236946516,0.252745269,-0.319122108,-0.050494534,0.633333333,0.607692308,0.338461538,0.053846154,0.297088006,0.79 
58,127.4971552,37.20933846,2022-10-15,2022-9-24,0.2678,0.3332,0.4064,0.4322,0.4516,0.4725,0.4880,0.4858,0.5880,0.44970,0.107110301,0.142091153,0.779172831,0.244740679,-0.224809955,0.160656298,0.233332829,-0.26152486,-0.09517601,0.633333333,0.638795987,0.314381271,0.046822742,0.37800476,0.70 
59,127.4966019,37.20942849,2022-10-15,2022-9-24,0.2260,0.2834,0.3530,0.3985,0.4115,0.4288,0.4351,0.4501,0.5737,0.44670,0.10998767,0.154468532,0.781017074,0.260027985,-0.223304467,0.164971333,0.215626627,-0.24376993,-0.120726704,0.6,0.728096677,0.214501511,0.057401813,0.283675463,1.70 
60,127.4966078,37.21005697,2022-10-15,2022-9-24,0.2820,0.3526,0.4324,0.4891,0.4822,0.4964,0.5098,0.5239,0.6299,0.48320,0.072466735,0.139460256,0.756615315,0.170585968,-0.241567353,0.10869454,0.262233954,-0.256129707,-0.091870341,0.7,0.684563758,0.268456376,0.046979866,0.00958294,0.70 
60,127.4966078,37.21005697,2022-10-15,2022-10-19,0.1990,0.2488,0.3164,0.3505,0.3583,0.3824,0.3811,0.3804,0.5031,0.39630,0.073817925,0.169304354,0.757507706,0.169069632,-0.198107897,0.110719074,0.188701637,-0.18686961,-0.138879457,0.7,0.684563758,0.268456376,0.046979866,0.00958294,0.70 
60,127.4966078,37.21005697,2022-10-15,2022-10-24,0.2476,0.3144,0.3944,0.4477,0.4523,0.4610,0.4673,0.4904,0.6276,0.47510,0.090868646,0.1617713,0.768679807,0.201638778,-0.237507758,0.13629539,0.239070296,-0.253916132,-0.122719141,0.7,0.684563758,0.268456376,0.046979866,0.00958294,0.70 
60,127.4966078,37.21005697,2022-10-15,2022-10-29,0.2360,0.2914,0.3598,0.3983,0.4178,0.4209,0.4275,0.4341,0.5792,0.47130,0.09042954,0.168010919,0.768394131,0.215879108,-0.235603877,0.135635793,0.212546523,-0.224496867,-0.1431955,0.7,0.684563758,0.268456376,0.046979866,0.00958294,0.70 
61,127.4963338,37.21014277,2022-10-15,2022-9-24,0.2382,0.3106,0.3984,0.4335,0.4515,0.4657,0.4803,0.4744,0.6013,0.46940,0.094979804,0.166647093,0.77134934,0.193537767,-0.234657886,0.142461485,0.229574626,-0.248281024,-0.117969694,1,0.677304965,0.280141844,0.042553191,0.350213697,0.93 
61,127.4963338,37.21014277,2022-10-15,2022-10-19,0.2030,0.2484,0.3142,0.3438,0.3524,0.3627,0.3773,0.3877,0.4996,0.39350,0.095971731,0.161116622,0.771992054,0.219216117,-0.19670612,0.143947424,0.187840754,-0.203408644,-0.126112927,1,0.677304965,0.280141844,0.042553191,0.350213697,0.93 
61,127.4963338,37.21014277,2022-10-15,2022-10-24,0.2406,0.3078,0.3880,0.4362,0.4451,0.4639,0.4685,0.4691,0.6083,0.47650,0.083121681,0.169205722,0.763624044,0.177856825,-0.238207991,0.124675325,0.230499176,-0.237572488,-0.129199926,1,0.677304965,0.280141844,0.042553191,0.350213697,0.93 
61,127.4963338,37.21014277,2022-10-15,2022-10-29,0.2530,0.3148,0.3872,0.4310,0.4354,0.4474,0.4532,0.4691,0.6123,0.49800,0.08262174,0.16195846,0.763296627,0.196660075,-0.248957461,0.12392546,0.231591909,-0.237211336,-0.132420936,1,0.677304965,0.280141844,0.042553191,0.350213697,0.93 
62,127.4963364,37.21040069,2022-10-15,2022-9-24,0.2954,0.3866,0.4720,0.4842,0.4942,0.5086,0.5463,0.5135,0.6412,0.49890,0.071801294,0.1575525,0.756175439,0.155543498,-0.249413812,0.107696321,0.256154647,-0.250437551,-0.110591496,0.333333333,0.751968504,0.169291339,0.078740157,1.177506679,0.72 
62,127.4963364,37.21040069,2022-10-15,2022-10-19,0.2514,0.3092,0.3818,0.3838,0.3938,0.4075,0.4532,0.4204,0.5421,0.41800,0.071082803,0.158796089,0.755700207,0.169172932,-0.208960851,0.106617413,0.209541054,-0.204486581,-0.126441558,0.333333333,0.751968504,0.169291339,0.078740157,1.177506679,0.72 
62,127.4963364,37.21040069,2022-10-15,2022-10-24,0.2970,0.3874,0.4664,0.4877,0.5025,0.5118,0.5476,0.5077,0.6563,0.50960,0.055948419,0.165686686,0.745619487,0.124600491,-0.254763541,0.083918265,0.258234818,-0.231429106,-0.12766323,0.333333333,0.751968504,0.169291339,0.078740157,1.177506679,0.72 
62,127.4963364,37.21040069,2022-10-15,2022-10-29,0.2842,0.3562,0.4328,0.4695,0.4781,0.4854,0.5021,0.4906,0.6400,0.52620,0.071179039,0.158736201,0.755763878,0.176914311,-0.263059718,0.106762731,0.246079246,-0.238720752,-0.132142225,0.333333333,0.751968504,0.169291339,0.078740157,1.177506679,0.72 
63,127.4973999,37.2087994,2022-10-15,2022-9-24,0.2566,0.3328,0.4200,0.4700,0.4799,0.4918,0.5055,0.5092,0.6544,0.47460,0.086409217,0.168420485,0.765773607,0.181005587,-0.237258216,0.129606912,0.248915133,-0.260399141,-0.12478515,0.6,0.660777385,0.282685512,0.056537102,0.23652529,0.72 
63,127.4973999,37.2087994,2022-10-15,2022-10-19,0.2252,0.2780,0.3482,0.3775,0.3875,0.3957,0.4146,0.4041,0.5411,0.41270,0.068482285,0.172210195,0.753977642,0.158506732,-0.206307739,0.102716637,0.201979608,-0.194626805,-0.144942869,0.6,0.660777385,0.282685512,0.056537102,0.23652529,0.72 
63,127.4973999,37.2087994,2022-10-15,2022-10-24,0.2434,0.3120,0.3940,0.4275,0.4492,0.4646,0.4739,0.4681,0.6310,0.44810,0.080438546,0.180504587,0.761865176,0.172550379,-0.224004813,0.120650857,0.230644859,-0.235104302,-0.148212174,0.6,0.660777385,0.282685512,0.056537102,0.23652529,0.72 
63,127.4973999,37.2087994,2022-10-15,2022-10-29,0.2328,0.2910,0.3608,0.3931,0.4062,0.4198,0.4320,0.4250,0.5762,0.43940,0.079776423,0.173146643,0.761430511,0.190233854,-0.219654395,0.119657034,0.210217202,-0.21300626,-0.151018777,0.6,0.660777385,0.282685512,0.056537102,0.23652529,0.72 
64,127.4966225,37.20879786,2022-10-15,2022-9-24,0.3110,0.3946,0.4876,0.4853,0.5096,0.5226,0.5632,0.5279,0.6726,0.49440,0.072858449,0.158932238,0.75687413,0.165903096,-0.247161662,0.109282122,0.264476357,-0.258450254,-0.120533111,0.633333333,0.7,0.260869565,0.039130435,0.426889314,0.47 
64,127.4966225,37.20879786,2022-10-15,2022-10-19,0.2506,0.3106,0.3850,0.4152,0.4190,0.4308,0.4532,0.4402,0.5752,0.42940,0.068705997,0.162463628,0.754125982,0.164076994,-0.214660038,0.10305274,0.220956366,-0.212199299,-0.132952531,0.633333333,0.7,0.260869565,0.039130435,0.426889314,0.47 
64,127.4966225,37.20879786,2022-10-15,2022-10-24,0.2776,0.3518,0.4356,0.4668,0.4844,0.4917,0.5181,0.5031,0.6662,0.47900,0.072250639,0.172619364,0.756472497,0.160018881,-0.239458079,0.108370185,0.251293733,-0.245767414,-0.139485162,0.633333333,0.7,0.260869565,0.039130435,0.426889314,0.47 
64,127.4966225,37.20879786,2022-10-15,2022-10-29,0.2576,0.3194,0.3824,0.4278,0.4321,0.4522,0.4603,0.4468,0.6036,0.45240,0.070949185,0.167422413,0.755611795,0.180103438,-0.226156421,0.106417401,0.224105174,-0.217221192,-0.149276466,0.633333333,0.7,0.260869565,0.039130435,0.426889314,0.47 
65,127.4969555,37.20814686,2022-10-15,2022-6-1,0.3324,0.4152,0.5140,0.5743,0.5825,0.5981,0.6087,0.6113,0.7384,0.54420,0.076611483,0.142146443,0.759349381,0.176980349,-0.272066091,0.114912165,0.303348831,-0.303219333,-0.094169075,0.566666667,0.670995671,0.268398268,0.060606061,0.331370696,0.47 
65,127.4969555,37.20814686,2022-10-15,2022-9-24,0.3210,0.4090,0.4920,0.5469,0.5659,0.5732,0.5699,0.5676,0.7232,0.52350,0.05698324,0.156399887,0.746313098,0.134730539,-0.261714739,0.085470881,0.289011713,-0.26005622,-0.120545398,0.566666667,0.670995671,0.268398268,0.060606061,0.331370696,0.47 
65,127.4969555,37.20814686,2022-10-15,2022-10-19,0.2346,0.2958,0.3734,0.4057,0.4182,0.4298,0.4517,0.4387,0.5725,0.41060,0.072353948,0.16809816,0.756540777,0.160686173,-0.205259458,0.10852429,0.21808375,-0.214385573,-0.132318038,0.566666667,0.670995671,0.268398268,0.060606061,0.331370696,0.47 
65,127.4969555,37.20814686,2022-10-15,2022-10-24,0.2976,0.3844,0.4812,0.5202,0.5296,0.5521,0.5697,0.5505,0.7269,0.49590,0.064282262,0.176544889,0.751187235,0.135482031,-0.247909884,0.096418733,0.276721348,-0.260682292,-0.138093001,0.566666667,0.670995671,0.268398268,0.060606061,0.331370696,0.47 
65,127.4969555,37.20814686,2022-10-15,2022-10-29,0.1684,0.1756,0.1872,0.2417,0.2404,0.2478,0.2059,0.2636,0.3503,0.26460,0.106400839,0.123254886,0.778717432,0.573270014,-0.132251216,0.159584514,0.130247853,-0.141679929,-0.141228213,0.566666667,0.670995671,0.268398268,0.060606061,0.331370696,0.47 
65,127.4969555,37.20814686,2022-10-15,2022-6-11,0.3348,0.4224,0.5192,0.5615,0.5705,0.5851,0.5864,0.5878,0.7557,0.55800,0.061777457,0.160289367,0.74951815,0.14348045,-0.278962939,0.092662,0.29695164,-0.275360306,-0.124972088,0.566666667,0.670995671,0.268398268,0.060606061,0.331370696,0.47 
66,127.497328,37.20793023,2022-10-15,2022-6-1,0.3224,0.4046,0.5060,0.5500,0.5619,0.5845,0.6035,0.5988,0.7115,0.52470,0.089321448,0.139566587,0.767672748,0.199674664,-0.262315204,0.133976079,0.292430839,-0.308744422,-0.086010837,0.6,0.556666667,0.443333333,0,0.216224901,0.45 
66,127.497328,37.20793023,2022-10-15,2022-9-24,0.3320,0.4244,0.5072,0.5465,0.5606,0.5713,0.5880,0.5780,0.7103,0.52160,0.068490618,0.147745534,0.753983168,0.157726692,-0.260766005,0.10273118,0.290572685,-0.278399256,-0.102693472,0.6,0.556666667,0.443333333,0,0.216224901,0.45 
66,127.497328,37.20793023,2022-10-15,2022-10-19,0.2350,0.2974,0.3720,0.3921,0.4079,0.4171,0.4463,0.4152,0.5469,0.39790,0.061756809,0.171313209,0.749504375,0.136912523,-0.198910608,0.092629291,0.20900529,-0.194481338,-0.136888057,0.6,0.556666667,0.443333333,0,0.216224901,0.45 
66,127.497328,37.20793023,2022-10-15,2022-10-24,0.2902,0.3800,0.4760,0.5128,0.5349,0.5398,0.5672,0.5472,0.7037,0.49060,0.078332841,0.169528754,0.760481979,0.163043478,-0.24525971,0.117493473,0.270492614,-0.272979001,-0.125109921,0.6,0.556666667,0.443333333,0,0.216224901,0.45 
66,127.497328,37.20793023,2022-10-15,2022-6-11,0.3174,0.4030,0.4980,0.5446,0.5451,0.5690,0.5621,0.5651,0.7312,0.55570,0.066830281,0.163762404,0.75288132,0.151963941,-0.277811341,0.100240691,0.28350008,-0.27040856,-0.12813392,0.6,0.556666667,0.443333333,0,0.216224901,0.45 
67,127.4978908,37.20771431,2022-10-15,2022-6-1,0.3224,0.4022,0.5028,0.5595,0.5772,0.5911,0.5992,0.5968,0.7213,0.54160,0.072609633,0.140316114,0.756709742,0.172222696,-0.270766818,0.108909557,0.297532909,-0.291923171,-0.094454139,0.533333333,0.585820896,0.369402985,0.044776119,0.218787996,0.37 
67,127.4978908,37.20771431,2022-10-15,2022-9-24,0.3210,0.4066,0.4948,0.5431,0.5554,0.5726,0.5711,0.5688,0.7068,0.51950,0.066366704,0.14802992,0.752573388,0.158438885,-0.259715342,0.099545391,0.28657863,-0.271672069,-0.108184384,0.533333333,0.585820896,0.369402985,0.044776119,0.218787996,0.37 
67,127.4978908,37.20771431,2022-10-15,2022-10-19,0.2306,0.2914,0.3604,0.3857,0.3956,0.4068,0.4326,0.4130,0.5279,0.38360,0.071474899,0.16003143,0.755959589,0.162536873,-0.191761621,0.107205396,0.205976258,-0.201178081,-0.122117122,0.533333333,0.585820896,0.369402985,0.044776119,0.218787996,0.37 
67,127.4978908,37.20771431,2022-10-15,2022-10-24,0.2766,0.3636,0.4464,0.4973,0.5050,0.5227,0.5336,0.5344,0.6898,0.48480,0.087283825,0.166453199,0.766344456,0.189345456,-0.242357628,0.130919078,0.262153842,-0.273971505,-0.126940042,0.533333333,0.585820896,0.369402985,0.044776119,0.218787996,0.37 
67,127.4978908,37.20771431,2022-10-15,2022-10-29,0.1656,0.1747,0.1843,0.2449,0.2475,0.2609,0.2033,0.2671,0.3464,0.25990,0.093327876,0.118794326,0.770277791,0.465876584,-0.129906021,0.139977489,0.133385469,-0.139189171,-0.129258354,0.533333333,0.585820896,0.369402985,0.044776119,0.218787996,0.37 
67,127.4978908,37.20771431,2022-10-15,2022-6-11,0.3322,0.4116,0.5076,0.5630,0.5687,0.5844,0.5697,0.5865,0.7541,0.56860,0.060962373,0.155983294,0.748974214,0.149386054,-0.284263088,0.091439425,0.296670852,-0.27375691,-0.125018648,0.533333333,0.585820896,0.369402985,0.044776119,0.218787996,0.37 
68,127.4966595,37.21056977,2022-10-15,2022-9-24,0.2844,0.3756,0.4624,0.5053,0.5180,0.5257,0.5484,0.5411,0.6799,0.50320,0.078103208,0.159705658,0.760330986,0.168038409,-0.251561985,0.117148976,0.268101585,-0.269732374,-0.113677314,0.5,0.775193798,0.178294574,0.046511628,0.177178682,0.95 
68,127.4966595,37.21056977,2022-10-15,2022-10-19,0.2362,0.2946,0.3766,0.3911,0.4105,0.4148,0.4461,0.4288,0.5521,0.41930,0.072268067,0.163987138,0.756484016,0.160841496,-0.209610767,0.108395324,0.212733754,-0.20948189,-0.125700887,0.5,0.775193798,0.178294574,0.046511628,0.177178682,0.95 
68,127.4966595,37.21056977,2022-10-15,2022-10-24,0.2786,0.3584,0.4416,0.4804,0.5004,0.5068,0.5320,0.5134,0.6858,0.50200,0.074058577,0.176765043,0.757666534,0.161040852,-0.250956899,0.111082056,0.255323153,-0.252426027,-0.143762508,0.5,0.775193798,0.178294574,0.046511628,0.177178682,0.95 
68,127.4966595,37.21056977,2022-10-15,2022-10-29,0.2564,0.3220,0.3966,0.4376,0.4412,0.4566,0.4668,0.4655,0.6273,0.48050,0.072951481,0.172952034,0.756935586,0.170933247,-0.240206274,0.109420916,0.23230998,-0.227974264,-0.148060029,0.5,0.775193798,0.178294574,0.046511628,0.177178682,0.95 
69,127.4965835,37.21102923,2022-10-15,2022-9-24,0.3002,0.3856,0.4788,0.5170,0.5312,0.5448,0.5577,0.5401,0.6717,0.50420,0.065391064,0.158474919,0.751924906,0.138935457,-0.25206545,0.098081759,0.271016771,-0.256939198,-0.108598779,0.4,0.706766917,0.293233083,0,0.455065488,0.85 
69,127.4965835,37.21102923,2022-10-15,2022-10-19,0.2434,0.3126,0.3908,0.4164,0.4202,0.4329,0.4631,0.4380,0.5775,0.44310,0.063364894,0.174398049,0.750576375,0.13609344,-0.221510203,0.095041573,0.219847434,-0.206600523,-0.137370753,0.4,0.706766917,0.293233083,0,0.455065488,0.85 
69,127.4965835,37.21102923,2022-10-15,2022-10-24,0.2902,0.3776,0.4704,0.4992,0.5147,0.5293,0.5581,0.5343,0.6912,0.52050,0.071922961,0.168937744,0.756255883,0.153862661,-0.260210378,0.107879031,0.266049715,-0.260698594,-0.128029376,0.4,0.706766917,0.293233083,0,0.455065488,0.85 
69,127.4965835,37.21102923,2022-10-15,2022-10-29,0.2656,0.3356,0.4128,0.4513,0.4600,0.4816,0.4911,0.4770,0.6383,0.51010,0.076749436,0.172985384,0.759440212,0.175149392,-0.255006215,0.115117657,0.236296716,-0.236709016,-0.144624765,0.4,0.706766917,0.293233083,0,0.455065488,0.85 
70,127.5006381,37.20846586,2022-10-15,2022-9-24,0.3058,0.3876,0.4672,0.5149,0.5282,0.5465,0.5573,0.5442,0.6680,0.49050,0.078691774,0.145862836,0.760717933,0.183524408,-0.245214127,0.118031812,0.270855378,-0.2718007,-0.102128362,0.5,0.701117318,0.298882682,0,-0.118868253,0.10 
70,127.5006381,37.20846586,2022-10-15,2022-10-19,0.2634,0.3206,0.3574,0.4118,0.4334,0.4427,0.4733,0.4596,0.5198,0.40410,0.124816446,0.100740183,0.790453317,0.377051604,-0.202013031,0.187213215,0.221151112,-0.255908913,-0.061466204,0.5,0.701117318,0.298882682,0,-0.118868253,0.10 
70,127.5006381,37.20846586,2022-10-15,2022-10-24,0.2936,0.3708,0.4094,0.4758,0.5065,0.5154,0.5450,0.5341,0.6156,0.46100,0.1288175,0.111015025,0.792980138,0.360586878,-0.230460424,0.193216041,0.256183367,-0.299370934,-0.070888058,0.5,0.701117318,0.298882682,0,-0.118868253,0.10 
70,127.5006381,37.20846586,2022-10-15,2022-10-29,0.2770,0.3388,0.3790,0.4494,0.4601,0.4810,0.4908,0.4882,0.5903,0.46940,0.12996181,0.116736015,0.793701336,0.416728514,-0.234655625,0.194931436,0.234336486,-0.274143594,-0.094668521,0.5,0.701117318,0.298882682,0,-0.118868253,0.10 
71,127.5003625,37.20828631,2022-10-15,2022-9-24,0.2184,0.2804,0.3752,0.4530,0.4713,0.4886,0.4641,0.4896,0.6034,0.45460,0.089816361,0.161027641,0.767995026,0.178721708,-0.227261576,0.134717044,0.236643644,-0.252779554,-0.104117109,0.566666667,0.496575342,0.503424658,0,0.67406798,0.44 
71,127.5003625,37.20828631,2022-10-15,2022-10-19,0.2094,0.2742,0.3596,0.3977,0.4153,0.4277,0.4516,0.4316,0.5178,0.40480,0.09682338,0.148645093,0.772543449,0.201140323,-0.202362808,0.145225843,0.20805821,-0.226922315,-0.090794186,0.566666667,0.496575342,0.503424658,0,0.67406798,0.44 
71,127.5003625,37.20828631,2022-10-15,2022-10-24,0.2354,0.3124,0.4018,0.4721,0.4802,0.5008,0.5008,0.5024,0.6018,0.46660,0.106851729,0.150165582,0.779006887,0.216247548,-0.233261005,0.160268767,0.239908816,-0.270312413,-0.090019924,0.566666667,0.496575342,0.503424658,0,0.67406798,0.44 
71,127.5003625,37.20828631,2022-10-15,2022-10-29,0.2394,0.3086,0.3780,0.4163,0.4380,0.4506,0.4668,0.4633,0.5699,0.46010,0.109567716,0.142354582,0.780748177,0.26400831,-0.230007932,0.164341735,0.22274004,-0.250702493,-0.103174603,0.566666667,0.496575342,0.503424658,0,0.67406798,0.44 
72,127.5000275,37.20811586,2022-10-15,2022-9-24,0.2294,0.2932,0.3846,0.4527,0.4671,0.4797,0.4704,0.5038,0.5934,0.44290,0.117073171,0.143845888,0.78554005,0.238892408,-0.221410633,0.175600022,0.237029497,-0.276675956,-0.081662413,0.633333333,0.58908046,0.41091954,0,0.245321392,0.50 
72,127.5000275,37.20811586,2022-10-15,2022-10-19,0.2084,0.2700,0.3430,0.3798,0.4013,0.4175,0.4400,0.4182,0.5015,0.38710,0.116092874,0.141466758,0.784915839,0.257472625,-0.193509102,0.174127694,0.198820667,-0.229238463,-0.090573013,0.633333333,0.58908046,0.41091954,0,0.245321392,0.50 
72,127.5000275,37.20811586,2022-10-15,2022-10-24,0.2364,0.3154,0.3886,0.4465,0.4719,0.4810,0.5091,0.4991,0.5836,0.44930,0.127272727,0.135366068,0.79200551,0.2760631,-0.224609344,0.190898312,0.235322051,-0.279047883,-0.078045627,0.633333333,0.58908046,0.41091954,0,0.245321392,0.50 
72,127.5000275,37.20811586,2022-10-15,2022-10-29,0.2376,0.3006,0.3734,0.4196,0.4346,0.4457,0.4712,0.4551,0.5596,0.44970,0.119694919,0.144032922,0.787207037,0.280484289,-0.224806011,0.179531336,0.216443901,-0.251138255,-0.102986104,0.633333333,0.58908046,0.41091954,0,0.245321392,0.50 
73,127.4986231,37.20938549,2022-10-15,2022-9-24,0.2820,0.3598,0.4504,0.4982,0.5219,0.5351,0.5392,0.5358,0.6189,0.46280,0.081659433,0.132043646,0.762666003,0.182363284,-0.231369457,0.122482967,0.26401045,-0.270141037,-0.071966745,0.533333333,0.695259594,0.304740406,0,0.133267403,0.21 
73,127.4986231,37.20938549,2022-10-15,2022-10-19,0.2686,0.3242,0.3654,0.4217,0.4369,0.4500,0.4829,0.4632,0.5276,0.40920,0.122500909,0.1006371,0.788987268,0.384469121,-0.204562801,0.183740231,0.22315881,-0.256887374,-0.064997981,0.533333333,0.695259594,0.304740406,0,0.133267403,0.21 
73,127.4986231,37.20938549,2022-10-15,2022-10-29,0.2802,0.3454,0.3724,0.4431,0.4584,0.4820,0.4969,0.4869,0.5893,0.47760,0.131930722,0.113012313,0.794940703,0.453891066,-0.238755152,0.197884582,0.234253882,-0.274261307,-0.0951496,0.533333333,0.695259594,0.304740406,0,0.133267403,0.21 
74,127.499403,37.20872577,2022-10-15,2022-9-24,0.2422,0.3154,0.4046,0.4672,0.4840,0.4923,0.4918,0.5030,0.6062,0.45810,0.092290988,0.153183584,0.769604436,0.185938662,-0.229013253,0.138428967,0.243289722,-0.261428598,-0.093040029,0.666666667,0.606177606,0.393822394,0,0.669116366,0.46 
74,127.499403,37.20872577,2022-10-15,2022-10-19,0.2512,0.3124,0.3718,0.4295,0.4452,0.4609,0.4823,0.4765,0.5494,0.43230,0.114359214,0.116511278,0.783810701,0.300165736,-0.216113219,0.171528793,0.229109006,-0.260331941,-0.071059557,0.666666667,0.606177606,0.393822394,0,0.669116366,0.46 
74,127.499403,37.20872577,2022-10-15,2022-10-24,0.2822,0.3646,0.4200,0.5093,0.5284,0.5462,0.5595,0.5613,0.6498,0.50160,0.129830918,0.116545426,0.793618874,0.341830516,-0.250759804,0.194736577,0.267091634,-0.315130065,-0.073074065,0.666666667,0.606177606,0.393822394,0,0.669116366,0.46 
74,127.499403,37.20872577,2022-10-15,2022-10-29,0.2822,0.3456,0.3968,0.4685,0.4856,0.5002,0.5152,0.5061,0.6164,0.50950,0.115740741,0.127486287,0.784691494,0.326878775,-0.254707685,0.173601543,0.244633538,-0.277240498,-0.098262806,0.666666667,0.606177606,0.393822394,0,0.669116366,0.46 
75,127.4992095,37.20841631,2022-10-15,2022-9-24,0.3154,0.3974,0.4940,0.5393,0.5509,0.5651,0.5782,0.5715,0.6807,0.49570,0.079727943,0.139873109,0.761398675,0.180118656,-0.247816846,0.119586266,0.282699743,-0.286393098,-0.087206517,0.5,0.692307692,0.271634615,0.036057692,0.26441067,0.15 
75,127.4992095,37.20841631,2022-10-15,2022-10-19,0.2620,0.3218,0.3752,0.4354,0.4513,0.4671,0.4937,0.4755,0.5458,0.42030,0.120009422,0.112603618,0.78740677,0.32506061,-0.210112545,0.180003533,0.227867079,-0.262545817,-0.068833839,0.5,0.692307692,0.271634615,0.036057692,0.26441067,0.15 
75,127.4992095,37.20841631,2022-10-15,2022-10-24,0.3004,0.3766,0.4188,0.5054,0.5247,0.5462,0.5578,0.5503,0.6455,0.48260,0.132770688,0.115083098,0.795468848,0.376774344,-0.241257972,0.199145783,0.262398482,-0.310379142,-0.079611975,0.5,0.692307692,0.271634615,0.036057692,0.26441067,0.15 
75,127.4992095,37.20841631,2022-10-15,2022-10-29,0.2814,0.3402,0.3862,0.4545,0.4753,0.4870,0.5091,0.5011,0.6065,0.48780,0.128222447,0.125623018,0.792604849,0.358898412,-0.243855866,0.192322846,0.238478385,-0.280601787,-0.095160708,0.5,0.692307692,0.271634615,0.036057692,0.26441067,0.15 
76,127.492623,37.19835777,2022-10-15,2022-9-24,0.2056,0.2628,0.3326,0.3847,0.4035,0.4178,0.4123,0.4396,0.5455,0.42960,0.107723321,0.154369306,0.779566111,0.232640401,-0.214757452,0.161574803,0.210377507,-0.236960352,-0.107501776,0.533333333,0.636690647,0.31294964,0.050359712,0.417976281,0.74 
76,127.492623,37.19835777,2022-10-15,2022-10-19,0.2486,0.3060,0.3678,0.4031,0.4215,0.4398,0.4727,0.4471,0.5533,0.46420,0.098121086,0.139514731,0.773382884,0.252720142,-0.23205957,0.147172592,0.21844783,-0.235818901,-0.106157537,0.533333333,0.636690647,0.31294964,0.050359712,0.417976281,0.74 
76,127.492623,37.19835777,2022-10-15,2022-10-29,0.2614,0.3128,0.3712,0.4203,0.4353,0.4491,0.4696,0.4651,0.5956,0.50530,0.114278869,0.1433817,0.783759446,0.318999532,-0.252603201,0.171408037,0.224314288,-0.25406347,-0.12303196,0.533333333,0.636690647,0.31294964,0.050359712,0.417976281,0.74 
77,127.4923922,37.19881469,2022-10-15,2022-9-24,0.2320,0.2944,0.3720,0.4113,0.4424,0.4586,0.4724,0.4700,0.5925,0.46880,0.122254059,0.155076997,0.788830818,0.274251433,-0.234353156,0.183370143,0.221756473,-0.260546385,-0.115294118,0.5,0.622418879,0.330383481,0.04719764,-0.007153471,0.73 
77,127.4923922,37.19881469,2022-10-15,2022-10-19,0.2514,0.3246,0.3966,0.4400,0.4628,0.4868,0.5304,0.4993,0.6019,0.50010,0.120888989,0.1396616,0.787965094,0.277935484,-0.250007669,0.181323307,0.237629745,-0.276123273,-0.093171086,0.5,0.622418879,0.330383481,0.04719764,-0.007153471,0.73 
77,127.4923922,37.19881469,2022-10-15,2022-10-29,0.2608,0.3376,0.3954,0.4471,0.4759,0.4822,0.5184,0.5018,0.6297,0.53170,0.123349004,0.145918654,0.789524543,0.304083885,-0.265803378,0.185013151,0.239561982,-0.278707083,-0.113035793,0.5,0.622418879,0.330383481,0.04719764,-0.007153471,0.73 
78,127.4929809,37.19876169,2022-10-15,2022-9-24,0.2338,0.3006,0.3830,0.4206,0.4399,0.4623,0.4672,0.4694,0.5950,0.46870,0.104470588,0.160875773,0.777477066,0.225472273,-0.234306052,0.156696665,0.225101133,-0.251248554,-0.118000752,0.666666667,0.690751445,0.222543353,0.086705202,0.315578895,0.04 
78,127.4929809,37.19876169,2022-10-15,2022-10-19,0.2592,0.3258,0.3888,0.4055,0.4234,0.4456,0.4949,0.4561,0.5706,0.47840,0.095999039,0.146455167,0.77200974,0.235721029,-0.23915894,0.143989908,0.223209172,-0.239315078,-0.111522353,0.666666667,0.690751445,0.222543353,0.086705202,0.315578895,0.04 
