id,xcoord,ycoord,BSI_211024,B03_Green_,B02_Blue_4,B12_SWIR_2,B11_SWIR_1,B8A_VRE_86,B07_VRE_78,B06_VRE_74,B05_VRE_75,B04_Red_66
3280801,359847.472,4107712.587,0.24027,716,505,1978,2803,1827,1613,1390,1213,1004
3221915,365647.472,4108232.587,0.19837,1150,826,2495,3393,2516,2244,2080,1901,1603
3083445,372967.472,4109452.587,0.19672,1870,1216,2566,4008,3198,3187,3062,2916,2568
3221912,365587.472,4108232.587,0.21001,1127,807,2377,3280,2364,2130,1961,1813,1577
3221911,365567.472,4108232.587,0.19813,1007,728,2078,2979,2188,1947,1797,1636,1378
921348,375027.472,4128452.587,0.24107,1432,922,2508,3661,2681,2732,2536,2434,2231
3221914,365627.472,4108232.587,0.20255,1162,849,2515,3459,2523,2307,2054,1879,1626
921347,375007.472,4128452.587,0.24244,1154,698,2286,3251,2433,2401,2307,2197,1884
3221913,365607.472,4108232.587,0.20754,1163,826,2576,3509,2557,2257,2115,1926,1646
921350,375067.472,4128452.587,0.21849,1412,876,2627,3708,2860,2808,2629,2491,2117
921349,375047.472,4128452.587,0.22908,1474,940,2671,3814,2851,2809,2667,2548,2230
4355504,368467.472,4098272.587,0.22814,1972,1289,3561,4861,3566,3486,3401,3184,2864
3597727,371087.472,4104932.587,0.16568,2521,1773,3757,4949,3983,3978,3840,3699,3093
2871212,361667.472,4111312.587,0.2072,834,612,2360,3394,2407,2039,1754,1509,1203
921352,375107.472,4128452.587,0.20515,1337,868,2312,3332,2652,2577,2487,2320,2005
921351,375087.472,4128452.587,0.20959,1482,973,2518,3607,2785,2774,2536,2402,2144
2439176,369747.472,4115112.587,0.19806,2629,1887,4063,5508,4148,4057,3951,3869,3508
2684764,365347.472,4112952.587,0.20814,2070,1342,3662,4918,3811,3686,3477,3303,2944
2684763,365327.472,4112952.587,0.22398,1680,1072,3264,4599,3427,3341,3102,2948,2497
3597726,371067.472,4104932.587,0.17187,2192,1537,3276,4489,3556,3455,3313,3113,2718
2684762,365307.472,4112952.587,0.22456,1672,1092,3139,4340,3183,3070,2881,2685,2411
2684761,365287.472,4112952.587,0.22339,1785,1229,3351,4396,3127,3002,2848,2723,2466
3552272,372387.472,4105332.587,0.19269,1549,1064,2690,3696,2870,2794,2577,2390,2116
4517022,366907.472,4096852.587,0.20645,1886,1298,3584,4631,3380,3245,3078,2922,2481
4752324,338867.472,4094772.587,0.23135,1234,787,2648,3372,2469,2387,2202,2067,1844
923628,375107.472,4128432.587,0.22679,1309,804,2376,3378,2578,2566,2378,2280,1988
3338236,370547.472,4107212.587,0.23716,712,533,1612,2209,1413,1263,1165,1047,947
3154100,374947.472,4108832.587,0.20861,2037,1419,3398,4679,3435,3399,3176,2990,2734
923627,375087.472,4128432.587,0.20238,1420,942,2582,3640,2812,2671,2525,2443,2019
4752326,338907.472,4094772.587,0.23263,1534,956,2923,4011,2976,2935,2777,2608,2305
4752325,338887.472,4094772.587,0.24103,1413,880,2848,3841,2801,2762,2608,2409,2178
923629,375127.472,4128432.587,0.21039,1306,790,2308,3176,2524,2502,2388,2232,1904
3618208,371027.472,4104752.587,0.23958,1530,983,2881,4022,2948,3054,2945,2717,2386
3618207,371007.472,4104752.587,0.21016,1557,997,2844,3952,3077,2847,2697,2441,2290
923626,375067.472,4128432.587,0.22728,1374,867,2626,3640,2764,2746,2591,2471,2127
923625,375047.472,4128432.587,0.22701,1198,749,2439,3425,2617,2543,2434,2298,1918
2441452,369747.472,4115092.587,0.2092,2371,1650,3861,5250,3871,3834,3655,3546,3192
2441451,369727.472,4115092.587,0.20547,2466,1755,3934,5323,3943,3867,3774,3696,3322
3554548,372387.472,4105312.587,0.19613,1701,1148,2733,3613,2844,2636,2579,2491,2327
529308,363667.472,4131892.587,0.19132,893,574,1881,2397,1996,1875,1750,1576,1389
3554547,372367.472,4105312.587,0.21712,1659,1103,2965,3892,2876,2945,2705,2533,2294
2375474,370267.472,4115672.587,0.17663,2045,1412,3354,4562,3718,3515,3328,3184,2769
2375473,370247.472,4115672.587,0.17866,1994,1404,3299,4483,3600,3406,3247,3055,2698
4752327,338927.472,4094772.587,0.22172,1494,941,2879,3904,2957,2927,2732,2578,2215
2441450,369707.472,4115092.587,0.1978,2580,1839,3974,5313,3997,3945,3795,3682,3401
529309,363687.472,4131892.587,0.21632,845,516,1888,2405,1942,1905,1763,1619,1410
3572767,372607.472,4105152.587,0.21019,2116,1506,3670,4766,3484,3421,3245,3162,2880
570340,364947.472,4131532.587,0.23972,1705,1106,3313,4489,3182,3160,2978,2822,2503
570339,364927.472,4131532.587,0.24912,1649,1067,3300,4491,3115,3071,2932,2784,2466
570342,364987.472,4131532.587,0.22978,1696,1079,3319,4429,3277,3231,3100,2894,2526
570341,364967.472,4131532.587,0.2329,1685,1061,3162,4323,3168,3070,2891,2782,2474
3060515,369567.472,4109652.587,0.21541,1937,1407,3413,4534,3155,3035,2927,2809,2533
3060512,369507.472,4109652.587,0.23808,1968,1402,3445,5003,3296,3220,3107,2900,2631
3572764,372547.472,4105152.587,0.22181,2030,1422,3462,4710,3323,3283,3145,3042,2740
3060511,369487.472,4109652.587,0.22063,1870,1369,3315,4962,3467,3278,3007,2860,2612
3572763,372527.472,4105152.587,0.21395,2152,1485,3571,4909,3563,3458,3320,3184,2887
3060514,369547.472,4109652.587,0.22428,1904,1394,3441,4640,3137,3041,2884,2796,2511
3572766,372587.472,4105152.587,0.20332,2227,1619,3646,4812,3510,3477,3306,3243,2935
3060513,369527.472,4109652.587,0.23974,1912,1364,3439,4848,3204,3156,2953,2870,2601
3572765,372567.472,4105152.587,0.2119,2087,1487,3511,4698,3372,3279,3184,3053,2774
3262851,365007.472,4107872.587,0.15432,2322,1646,3043,4338,3678,3607,3488,3344,2929
3262848,364947.472,4107872.587,0.16644,2260,1695,3299,4416,3481,3404,3281,3132,2827
4772806,338827.472,4094592.587,0.24627,870,566,2248,2808,2063,1959,1822,1767,1539
3262847,364927.472,4107872.587,0.17304,2272,1727,3331,4438,3396,3367,3244,3130,2829
3262850,364987.472,4107872.587,0.17232,2337,1692,3127,4523,3589,3540,3417,3326,2957
2864691,367807.472,4111372.587,0.2084,1802,1231,3152,4253,3217,3218,2984,2900,2537
3262849,364967.472,4107872.587,0.18083,2261,1640,3247,4516,3479,3478,3350,3223,2863
128917,367367.472,4135412.587,0.20086,1921,1264,3146,4350,3220,3229,3079,2929,2388
3213316,375747.472,4108312.587,0.22586,1696,1188,3099,4132,2853,2780,2607,2497,2267
3213317,375767.472,4108312.587,0.21686,1708,1192,3138,3988,2867,2772,2722,2515,2319
2864690,367787.472,4111372.587,0.20641,1474,974,2756,3782,2888,2723,2714,2322,2089
3213312,375667.472,4108312.587,0.26017,1666,1164,3691,4626,2891,2807,2650,2538,2281
3213311,375647.472,4108312.587,0.25459,1708,1150,3680,4637,2990,2942,2761,2681,2331
128923,367487.472,4135412.587,0.18891,2272,1601,3738,4951,3796,3660,3531,3408,2960
3213313,375687.472,4108312.587,0.2598,1616,1126,3472,4350,2709,2587,2562,2336,2177
4772807,338847.472,4094592.587,0.25444,866,570,2221,2795,1991,1946,1806,1733,1514
3060510,369467.472,4109652.587,0.22214,1925,1396,3217,4890,3396,3272,2991,2861,2639
3060509,369447.472,4109652.587,0.2135,1922,1417,3157,4698,3280,3118,3123,2775,2549
2598822,376267.472,4113712.587,0.20113,2458,1782,3933,5440,3991,3932,3713,3571,3240
2598821,376247.472,4113712.587,0.21239,2406,1690,3901,5334,3839,3798,3608,3470,3177
3558596,362307.472,4105272.587,0.24368,1547,945,3210,4605,3450,3357,3243,3062,2622
3042270,368827.472,4109812.587,0.22351,1489,1011,2338,3558,2602,2583,2361,2306,2135
3042269,368807.472,4109812.587,0.21966,1288,874,1951,3242,2380,2303,2236,2049,1844
2860563,376287.472,4111412.587,0.22012,1717,1160,2724,4241,3095,3033,2826,2679,2416
4288000,338467.472,4098852.587,0.24398,1393,882,2820,3873,2711,2647,2539,2310,2039
2860562,376267.472,4111412.587,0.22732,1561,1022,2603,4027,2904,2792,2627,2487,2209
4288002,338507.472,4098852.587,0.23581,1509,986,2798,4016,2851,2796,2714,2450,2189
4288001,338487.472,4098852.587,0.23069,1423,921,2874,4018,2879,2777,2639,2439,2061
3403592,357587.472,4106632.587,0.1745,1055,820,2483,3508,2728,2382,2126,1956,1540
2939968,371187.472,4110712.587,0.24734,1323,926,2765,3865,2540,2389,2209,2086,1879
2939967,371167.472,4110712.587,0.25216,1231,867,2610,3737,2425,2224,2116,1995,1775
4269779,338207.472,4099012.587,0.26081,1167,763,2477,3525,2356,2285,2089,2033,1795
4416974,368827.472,4097732.587,0.21643,1731,1177,2845,4193,3086,3066,2944,2773,2425
4711326,338267.472,4095132.587,0.23576,970,685,2482,3148,2153,1957,1833,1625,1441
156723,377247.472,4135172.587,0.17473,2042,1407,2947,4141,3321,3241,3117,3036,2589
2939969,371207.472,4110712.587,0.23012,1393,1020,2853,3895,2620,2435,2282,2175,1921
4416973,368807.472,4097732.587,0.21759,1754,1201,2916,4261,3105,3005,2896,2741,2440
4711325,338247.472,4095132.587,0.2302,1026,699,2450,3260,2314,2147,1953,1749,1555
156720,377187.472,4135172.587,0.17075,2322,1625,3270,4506,3659,3568,3448,3353,2954
4269778,338187.472,4099012.587,0.24762,1086,695,2237,3078,2152,2037,1947,1857,1643
156719,377167.472,4135172.587,0.17701,2336,1621,3378,4632,3663,3616,3494,3356,2925
4269777,338167.472,4099012.587,0.2365,1100,703,2143,2953,2146,2117,1940,1835,1661
156722,377227.472,4135172.587,0.18517,1860,1342,2830,3964,2999,2943,2830,2699,2350
156721,377207.472,4135172.587,0.16116,2308,1655,3115,4325,3537,3448,3358,3201,2862
140291,367247.472,4135312.587,0.22388,1464,916,3064,3923,2887,2883,2727,2500,2074
4455684,369187.472,4097392.587,0.23703,1448,991,2827,3990,2714,2577,2391,2230,2017
4455683,369167.472,4097392.587,0.26267,1611,1078,3204,4455,2821,2722,2566,2427,2222
3215588,375667.472,4108292.587,0.2445,1823,1289,3732,4858,3162,3098,2906,2788,2474
4455686,369227.472,4097392.587,0.24739,1207,767,2283,3544,2514,2376,2316,2149,1894
3215587,375647.472,4108292.587,0.23949,1765,1211,3710,4794,3203,3080,2913,2730,2400
4455685,369207.472,4097392.587,0.24623,1319,839,2342,3565,2507,2475,2349,2186,1967
3101508,370067.472,4109292.587,0.19936,1838,1263,2995,4280,3241,3055,2790,2749,2467
3101507,370047.472,4109292.587,0.20722,1778,1268,3086,4252,3080,2834,2632,2529,2369
2939964,371107.472,4110712.587,0.24033,1701,1238,3404,4563,2944,2795,2708,2516,2265
2939963,371087.472,4110712.587,0.24514,1622,1162,3317,4500,2875,2725,2542,2416,2159
140296,367347.472,4135312.587,0.17985,2219,1582,3547,4814,3701,3551,3421,3331,2786
2939966,371147.472,4110712.587,0.24019,1484,1031,2877,4008,2678,2572,2352,2222,2046
3101503,369967.472,4109292.587,0.23922,1611,1116,3044,4286,2907,2833,2669,2513,2267
2939965,371127.472,4110712.587,0.24625,1586,1155,3309,4445,2844,2730,2549,2436,2167
140298,367387.472,4135312.587,0.18247,2037,1402,3330,4393,3457,3368,3231,3056,2635
140297,367367.472,4135312.587,0.19143,2088,1436,3457,4620,3546,3470,3357,3159,2721
4455688,369267.472,4097392.587,0.23302,1623,1082,2938,4204,2983,2840,2778,2680,2331
2939962,371067.472,4110712.587,0.24768,1540,1125,3175,4280,2719,2578,2357,2280,2095
4455687,369247.472,4097392.587,0.24094,1406,889,2577,3865,2778,2731,2535,2376,2130
3215592,375747.472,4108292.587,0.23078,1827,1255,3259,4305,2968,2921,2741,2642,2452
2939961,371047.472,4110712.587,0.25098,1532,1090,3029,4157,2630,2503,2380,2265,2056
156718,377147.472,4135172.587,0.17445,2410,1681,3371,4641,3728,3752,3614,3535,3054
4455689,369287.472,4097392.587,0.24217,1487,949,2734,4020,2864,2757,2626,2514,2230
3215594,375787.472,4108292.587,0.19875,1777,1257,3102,3964,2990,2809,2797,2627,2390
156717,377127.472,4135172.587,0.20024,1940,1302,3063,4259,3317,3233,3116,3087,2673
3215593,375767.472,4108292.587,0.21311,1770,1232,3196,4107,3005,2909,2783,2660,2425
1538111,374367.472,4123032.587,0.22599,1685,1161,2638,4094,2889,2797,2720,2547,2321
4290276,338467.472,4098832.587,0.25077,1772,1131,3236,4718,3240,3219,3069,2931,2579
177220,377507.472,4134992.587,0.20097,1803,1235,2932,4035,3057,2947,2787,2668,2416
4290278,338507.472,4098832.587,0.24919,1679,1075,3168,4665,3193,3180,3017,2868,2436
177219,377487.472,4134992.587,0.21251,1872,1237,3014,4151,3143,3113,3017,2922,2593
4290277,338487.472,4098832.587,0.25096,1767,1113,3284,4764,3264,3202,3096,2883,2546
177221,377527.472,4134992.587,0.20595,1955,1348,3116,4252,3165,3089,2993,2894,2602
2682788,371347.472,4112972.587,0.26878,1195,909,3339,4351,2542,2188,2001,1853,1637
2682790,371387.472,4112972.587,0.26418,1257,923,3287,4282,2574,2321,2086,1976,1726
177218,377467.472,4134992.587,0.18562,2324,1572,3537,4671,3671,3601,3475,3388,2962
2682789,371367.472,4112972.587,0.27588,1168,884,3322,4359,2515,2143,2005,1789,1630
2744138,369307.472,4112432.587,0.21398,443,338,1360,2338,1495,1193,986,706,493
142572,367347.472,4135292.587,0.18477,2130,1540,3480,4734,3598,3510,3378,3184,2733
2846385,365847.472,4111532.587,0.21518,1845,1358,3477,4668,3254,3165,3008,2873,2473
3060676,372787.472,4109652.587,0.17558,1968,1335,2508,3857,3189,3234,3062,2957,2594
3060675,372767.472,4109652.587,0.17524,1836,1254,2349,3814,3163,3151,3004,2851,2480
142573,367367.472,4135292.587,0.18952,1977,1364,3274,4448,3460,3290,3232,3104,2632
3060672,372707.472,4109652.587,0.18568,2041,1373,3026,4503,3609,3546,3542,3362,2751
142567,367247.472,4135292.587,0.2102,1388,856,2821,3758,2890,2746,2587,2459,1982
3060671,372687.472,4109652.587,0.16536,2327,1645,3078,4545,3733,3893,3614,3409,2964
2682792,371427.472,4112972.587,0.25474,1231,907,3218,4133,2570,2241,2098,1874,1721
2163376,361667.472,4117532.587,0.21198,1697,1135,3154,4130,3114,3068,2925,2808,2405
2983296,372867.472,4110332.587,0.18578,1250,828,2470,3509,2895,2723,2406,2338,1913
3060674,372747.472,4109652.587,0.18817,1795,1172,2532,3892,3164,3217,3022,2879,2454
1538108,374307.472,4123032.587,0.20829,2123,1541,2977,4515,3271,3256,3136,3056,2829
2682791,371407.472,4112972.587,0.26131,1125,847,3116,4136,2524,2183,1996,1829,1620
3060673,372727.472,4109652.587,0.18739,2003,1325,2850,4260,3432,3406,3281,3104,2691
1538110,374347.472,4123032.587,0.23533,1794,1231,2724,4266,2933,2969,2761,2726,2461
2983297,372887.472,4110332.587,0.18361,1247,817,1993,2953,2431,2368,2262,1868,1756
1538109,374327.472,4123032.587,0.2186,1943,1339,2842,4397,3165,3118,2959,2879,2627
2680720,375507.472,4112992.587,0.24282,2104,1531,4026,5318,3399,3307,3094,2953,2774
2680722,375547.472,4112992.587,0.25213,2001,1450,3929,5187,3192,3137,2952,2853,2585
2680721,375527.472,4112992.587,0.24688,2032,1476,4031,5320,3347,3261,3082,2916,2665
3219636,365587.472,4108252.587,0.18709,1100,797,2275,3109,2390,2190,2015,1786,1545
3219635,365567.472,4108252.587,0.18026,1056,782,2171,3034,2358,2092,1900,1710,1487
3219638,365627.472,4108252.587,0.19902,1128,821,2405,3344,2463,2203,2004,1832,1572
3219637,365607.472,4108252.587,0.19414,1096,787,2295,3193,2401,2126,1965,1831,1531
295874,383547.472,4133952.587,0.21257,1387,868,2314,3155,2503,2414,2343,2221,2036
295873,383527.472,4133952.587,0.21159,1444,931,2408,3260,2564,2531,2392,2301,2111
3081172,373027.472,4109472.587,0.18863,1981,1345,2987,4243,3365,3336,3138,3000,2657
3219640,365667.472,4108252.587,0.19739,1167,869,2563,3502,2581,2366,2175,1940,1645
3219639,365647.472,4108252.587,0.20076,1144,819,2503,3435,2525,2231,2049,1886,1589
2161282,365307.472,4117552.587,0.2218,1684,1170,2946,4247,2993,2831,2672,2586,2289
919075,375087.472,4128472.587,0.23551,1210,756,2351,3356,2482,2489,2352,2229,1877
2161281,365287.472,4117552.587,0.22923,1711,1147,2958,4239,2982,2868,2704,2562,2346
2682486,365307.472,4112972.587,0.22441,1459,972,3004,4215,3063,2825,2642,2488,2155
2682485,365287.472,4112972.587,0.22461,1510,1019,3043,4082,2901,2784,2572,2388,2109
919074,375067.472,4128472.587,0.22124,1244,765,2375,3439,2674,2576,2486,2308,1954
919073,375047.472,4128472.587,0.22685,1275,773,2499,3559,2717,2763,2588,2354,1979
3595452,371107.472,4104952.587,0.19001,2235,1473,3544,4739,3766,3755,3552,3439,2958
295867,383407.472,4133952.587,0.19289,1946,1343,3229,4179,3241,3210,3012,2956,2596
3595451,371087.472,4104952.587,0.17605,2148,1493,3312,4449,3510,3457,3309,3191,2692
5230356,340307.472,4090572.587,0.29363,1168,773,3254,4006,2352,2157,2068,1954,1717
5230355,340287.472,4090572.587,0.30339,1261,796,3389,4370,2546,2454,2265,2084,1883
2682488,365347.472,4112972.587,0.22102,2164,1336,3733,5092,3866,3828,3562,3402,3062
5230357,340327.472,4090572.587,0.28641,1187,769,3125,3881,2328,2223,2042,1929,1702
2868936,361667.472,4111332.587,0.20667,838,647,2266,3281,2301,2041,1763,1478,1203
2682487,365327.472,4112972.587,0.22998,1643,1047,3419,4673,3453,3274,3105,2888,2515
2868935,361647.472,4111332.587,0.1862,888,656,2225,3247,2434,2007,1835,1540,1257
3278525,359847.472,4107732.587,0.21892,673,527,1968,2696,1810,1537,1349,1173,951
2682489,365367.472,4112972.587,0.21532,1859,1212,3472,4719,3582,3302,3247,3061,2706
5230354,340267.472,4090572.587,0.29934,1292,834,3438,4578,2670,2552,2370,2183,1920
5230353,340247.472,4090572.587,0.30294,1196,775,3316,4363,2520,2430,2239,2094,1796
3003508,367427.472,4110152.587,0.20031,1300,952,2411,2924,2100,2009,1906,1793,1657
3003507,367407.472,4110152.587,0.18962,1265,937,2391,2892,2170,2078,1919,1833,1669
3003509,367447.472,4110152.587,0.20269,1345,1007,2479,3048,2130,2045,1937,1846,1684
3003506,367387.472,4110152.587,0.18894,1262,892,2355,2837,2203,2095,1950,1829,1700
4750049,338887.472,4094792.587,0.22405,1378,884,2761,3704,2768,2655,2452,2331,2057
316363,383647.472,4133772.587,0.22516,1802,1094,3104,4214,3316,3358,3173,3118,2759
3151828,375027.472,4108852.587,0.19755,2066,1460,3229,4662,3526,3418,3277,3172,2779
316360,383587.472,4133772.587,0.21022,1802,1154,3135,4141,3296,3289,3101,3008,2678
3151827,375007.472,4108852.587,0.20919,2059,1462,3206,4706,3443,3344,3268,3103,2794
316359,383567.472,4133772.587,0.21427,1925,1204,3115,4343,3475,3499,3314,3173,2888
316362,383627.472,4133772.587,0.22221,1753,1101,3232,4204,3241,3218,3065,2999,2619
4514746,366907.472,4096872.587,0.19832,2024,1440,3783,4866,3522,3374,3215,2997,2551
316361,383607.472,4133772.587,0.21209,1890,1192,3179,4084,3251,3179,3132,2980,2751
3151824,374947.472,4108852.587,0.21081,2385,1670,3666,5129,3732,3669,3583,3449,3159
4514745,366887.472,4096872.587,0.19506,2159,1497,3987,4976,3651,3552,3390,3184,2667
527032,363667.472,4131912.587,0.17952,909,577,1891,2372,2003,1879,1757,1570,1337
3151823,374927.472,4108852.587,0.20507,2335,1676,3656,5084,3718,3650,3534,3345,3093
527031,363647.472,4131912.587,0.16405,897,604,1882,2384,2061,1847,1730,1584,1327
3151826,374987.472,4108852.587,0.21374,2106,1477,3283,4810,3500,3454,3282,3159,2873
3151825,374967.472,4108852.587,0.21253,2213,1529,3450,4998,3651,3572,3413,3311,2978
527033,363687.472,4131912.587,0.18172,909,593,1940,2438,2048,1888,1774,1632,1376
3615932,371027.472,4104772.587,0.21808,1986,1347,3399,4644,3427,3381,3362,3157,2793
3615931,371007.472,4104772.587,0.2227,1769,1134,3227,4534,3379,3354,3093,3075,2565
4768262,338987.472,4094632.587,0.24541,1354,863,2909,3868,2736,2659,2493,2344,2072
4768261,338967.472,4094632.587,0.23806,1195,785,2817,3620,2590,2408,2273,2146,1864
3615933,371047.472,4104772.587,0.18499,2098,1444,3255,4546,3583,3565,3367,3273,2763
4768255,338847.472,4094632.587,0.24237,945,605,2358,2861,2077,2017,1945,1743,1537
3615930,370987.472,4104772.587,0.20264,1985,1331,3369,4472,3444,3459,3399,3177,2730
3615929,370967.472,4104772.587,0.22797,1482,953,2797,3999,2928,2777,2586,2477,2174
4768264,339027.472,4094632.587,0.25986,1490,993,3041,4110,2704,2694,2594,2434,2183
4768263,339007.472,4094632.587,0.25846,1459,921,3029,4097,2750,2733,2539,2464,2133
3151822,374907.472,4108852.587,0.21307,2196,1566,3379,4805,3444,3423,3247,3120,2918
3992240,340867.472,4101452.587,0.23869,1740,1101,3279,4336,3063,2949,2850,2718,2439
3992239,340847.472,4101452.587,0.23009,1717,1095,3227,4290,3086,2994,2890,2747,2390
4373687,367967.472,4098112.587,0.23571,1520,1039,3233,4005,2724,2643,2446,2379,2079
3992241,340887.472,4101452.587,0.23871,1648,1014,3120,4157,2974,2948,2766,2680,2332
3570491,372607.472,4105172.587,0.211,2091,1461,3684,4745,3458,3407,3238,3127,2805
3570488,372547.472,4105172.587,0.2245,2060,1438,3560,4806,3355,3283,3171,3081,2762
3570487,372527.472,4105172.587,0.21562,2197,1535,3710,5071,3658,3564,3441,3336,2977
3456399,366767.472,4106172.587,0.23794,1311,849,2735,3682,2642,2565,2475,2286,1989
3570490,372587.472,4105172.587,0.21345,2073,1469,3615,4707,3386,3307,3186,3060,2783
3570489,372567.472,4105172.587,0.22763,1946,1346,3471,4629,3228,3194,3060,2911,2641
4770531,338847.472,4094612.587,0.24067,923,587,2325,2848,2098,2007,1897,1745,1539
4412420,368787.472,4097772.587,0.21296,2149,1466,3536,4971,3658,3567,3426,3271,2926
4412422,368827.472,4097772.587,0.20317,1842,1267,3194,4473,3404,3296,3119,2925,2580
4770530,338827.472,4094612.587,0.24682,902,555,2312,2845,2077,1998,1876,1745,1512
4412421,368807.472,4097772.587,0.21607,1995,1352,3402,4748,3477,3367,3256,3085,2743
3076728,375187.472,4109512.587,0.25496,1222,822,2407,3284,2125,2047,1893,1841,1680
2862416,367827.472,4111392.587,0.1875,2146,1483,3409,4514,3626,3641,3439,3264,2953
3076727,375167.472,4109512.587,0.27135,1003,677,2004,2967,1831,1759,1683,1624,1409
4770540,339027.472,4094612.587,0.26624,1423,905,3122,4215,2806,2746,2640,2464,2189
2862415,367807.472,4111392.587,0.21156,1720,1176,3100,4246,3162,3137,2933,2811,2420
3076730,375227.472,4109512.587,0.21946,737,514,1374,2034,1403,1317,1112,1092,961
4770539,339007.472,4094612.587,0.25132,1344,807,3033,3932,2814,2682,2502,2401,2120
3076729,375207.472,4109512.587,0.2365,1285,902,2379,3220,2173,2136,2049,1848,1760
2862417,367847.472,4111392.587,0.19557,1930,1291,2970,4054,3217,3233,3055,2805,2646
4770541,339047.472,4094612.587,0.25514,1430,930,2936,3953,2677,2682,2543,2426,2125
3058236,369507.472,4109672.587,0.22451,2022,1440,3570,5033,3477,3298,3225,3013,2731
3058235,369487.472,4109672.587,0.21276,1635,1154,3270,4948,3571,3249,3046,2938,2331
3058238,369547.472,4109672.587,0.21986,1938,1435,3529,4661,3169,3048,2890,2739,2538
4770538,338987.472,4094612.587,0.25485,1196,749,2874,3700,2631,2500,2431,2248,1992
126648,367507.472,4135432.587,0.20905,1950,1337,3409,4484,3332,3298,3150,3060,2653
3058237,369527.472,4109672.587,0.22502,1888,1376,3500,4819,3270,3116,2926,2814,2525
4770537,338967.472,4094612.587,0.24364,1172,748,2886,3606,2625,2488,2348,2213,1940
126647,367487.472,4135432.587,0.19873,2107,1424,3567,4745,3626,3556,3404,3295,2810
3058234,369467.472,4109672.587,0.2216,1885,1376,3143,4896,3382,3260,3088,2857,2571
3058233,369447.472,4109672.587,0.22518,1905,1398,3119,4783,3254,3200,3087,2913,2573
2596546,376267.472,4113732.587,0.19484,2538,1828,3882,5399,4067,3940,3809,3649,3349
3260576,365027.472,4107892.587,0.15138,2558,1873,3343,4689,3918,3913,3692,3567,3168
2596545,376247.472,4113732.587,0.21082,2474,1748,3890,5412,3897,3874,3734,3602,3249
3260575,365007.472,4107892.587,0.1646,2359,1742,3258,4560,3643,3615,3531,3368,2947
2862414,367787.472,4111392.587,0.21957,1537,1022,2876,3946,2943,2785,2726,2518,2250
2858288,376307.472,4111432.587,0.21079,1767,1191,2850,4337,3225,3083,2947,2782,2438
2862413,367767.472,4111392.587,0.21673,1492,1019,2781,3848,2839,2688,2486,2369,2145
2858287,376287.472,4111432.587,0.21812,1803,1232,2891,4441,3238,3146,3018,2845,2523
3590966,372427.472,4104992.587,0.21899,1695,1116,3003,4250,3187,3041,2929,2756,2466
3211036,375667.472,4108332.587,0.25487,1583,1128,3547,4405,2775,2662,2509,2410,2168
3260572,364947.472,4107892.587,0.17614,2261,1707,3303,4467,3396,3348,3271,3163,2818
3260571,364927.472,4107892.587,0.17255,2227,1736,3319,4430,3340,3329,3165,3058,2763
3401316,357587.472,4106652.587,0.16436,1077,801,2437,3487,2824,2409,2140,1901,1564
4414696,368787.472,4097752.587,0.2068,1968,1376,3344,4657,3451,3384,3190,3021,2687
3211037,375687.472,4108332.587,0.25099,1533,1061,3452,4235,2738,2620,2510,2283,2110
3260574,364987.472,4107892.587,0.16095,2413,1809,3177,4505,3610,3569,3473,3351,2993
3401315,357567.472,4106652.587,0.16245,1054,795,2413,3444,2801,2454,2140,1923,1547
3476886,366827.472,4105992.587,0.22603,1286,827,2503,3501,2616,2550,2409,2212,1953
4267503,338207.472,4099032.587,0.26533,1084,701,2385,3269,2151,2158,1964,1935,1643
154448,377267.472,4135192.587,0.15729,2358,1723,3315,4477,3632,3552,3390,3338,2877
3260573,364967.472,4107892.587,0.17549,2376,1760,3412,4586,3556,3539,3403,3298,2993
4414698,368827.472,4097752.587,0.21446,1704,1166,2887,4192,3103,2977,2877,2728,2408
3476885,366807.472,4105992.587,0.237,1213,786,2471,3405,2472,2441,2311,2145,1877
154447,377247.472,4135192.587,0.18196,1987,1365,2975,4107,3252,3152,2974,2907,2564
3260568,364867.472,4107892.587,0.18071,2314,1716,3419,4618,3550,3541,3431,3318,2971
3401317,357607.472,4106652.587,0.16287,1081,806,2492,3597,2910,2463,2169,1955,1565
4414697,368807.472,4097752.587,0.21917,1785,1223,3062,4390,3175,3107,2977,2842,2477
3260567,364847.472,4107892.587,0.18309,2297,1624,3296,4622,3592,3567,3370,3301,2932
3590967,372447.472,4104992.587,0.22976,1628,1071,3029,4115,2987,2970,2817,2767,2364
3260570,364907.472,4107892.587,0.1686,2282,1755,3443,4489,3450,3393,3212,3118,2827
138020,367347.472,4135332.587,0.18525,2289,1610,3515,4836,3705,3660,3505,3365,2896
3260569,364887.472,4107892.587,0.17098,2329,1786,3444,4581,3521,3444,3326,3206,2915
3401314,357547.472,4106652.587,0.16739,1024,769,2463,3476,2795,2435,2138,1889,1521
138022,367387.472,4135332.587,0.1863,2042,1420,3324,4445,3439,3386,3257,3079,2639
138021,367367.472,4135332.587,0.18401,2193,1544,3487,4695,3651,3550,3424,3269,2843
2641560,366147.472,4113332.587,0.20473,1974,1390,3274,4629,3483,3350,3194,3054,2753
2858286,376267.472,4111432.587,0.22339,1801,1218,2898,4441,3211,3135,2964,2845,2536
2641559,366127.472,4113332.587,0.20507,2149,1508,3711,4940,3665,3550,3369,3213,2902
